level_0,index,ds,BNB_USDT_1h_open,BNB_USDT_1h_high,BNB_USDT_1h_low,BNB_USDT_1h_close,BNB_USDT_1h_volume,BTC_USDT_1h_open,BTC_USDT_1h_high,BTC_USDT_1h_low,BTC_USDT_1h_close,BTC_USDT_1h_volume,DOGE_USDT_1h_open,DOGE_USDT_1h_high,DOGE_USDT_1h_low,DOGE_USDT_1h_close,DOGE_USDT_1h_volume,ETH_USDT_1h_open,ETH_USDT_1h_high,ETH_USDT_1h_low,ETH_USDT_1h_close,ETH_USDT_1h_volume,SOL_USDT_1h_open,SOL_USDT_1h_high,SOL_USDT_1h_low,SOL_USDT_1h_close,SOL_USDT_1h_volume,XRP_USDT_1h_open,XRP_USDT_1h_high,XRP_USDT_1h_low,XRP_USDT_1h_close,XRP_USDT_1h_volume
551,551,2024-10-11,563.9,577.54,560.35,573.64,16406.55714,60326.49,63435.38,60088.58,62534.12,17204.011597,0.10602,0.1114,0.10566,0.11077,124159906.4,2386.33,2472.16,2382.21,2439.6,164248.46012,139.05,146.56,138.71,145.55,583078.892,0.5305,0.5418,0.5295,0.5388,61779763.73
552,552,2024-10-12,573.64,579.08,573.48,576.46,8634.98111,62534.12,63487.6,62487.74,63199.08,9736.126941,0.11077,0.1122,0.10933,0.11139,77979391.5,2439.6,2490.78,2434.25,2476.33,99241.53182,145.55,147.31,144.7,146.39,290939.312,0.5388,0.5432,0.5351,0.5394,26643325.61
553,553,2024-10-13,576.46,578.37,564.89,572.26,11182.32819,63199.08,63289.45,62045.39,62867.12,11442.181996,0.11139,0.11211,0.10865,0.11139,91203154.6,2476.33,2485.2,2436.36,2468.96,100686.94434,146.39,148.86,144.47,147.73,408607.012,0.5394,0.5395,0.5251,0.5319,33727892.839999996
554,554,2024-10-14,572.26,592.18,569.79,589.06,20162.67167,62867.12,66590.46,62450.0,66089.83,21521.978837,0.11139,0.11772,0.10931,0.11669,250922782.2,2468.96,2654.07,2443.34,2629.55,227987.92799,147.73,158.12,146.78,157.58,884951.569,0.5319,0.5525,0.5282,0.5483,74770309.85
555,555,2024-10-15,589.06,606.4,577.46,594.48,40820.29684,66089.83,67977.01,64789.48,67071.48,25016.157631000002,0.11669,0.1193,0.11013,0.11746,335039534.7,2629.55,2689.88,2536.97,2606.95,275213.14613999997,157.58,159.68,150.3,154.75,1216179.109,0.5483,0.5555,0.5315,0.5417,100310941.73
556,556,2024-10-16,594.48,605.6,589.7,600.89,20417.62128,67071.48,68427.0,66727.75,67614.17,20029.969858,0.11746,0.12999,0.1158,0.12581,712516856.4000001,2606.95,2647.6,2588.81,2611.24,187891.72851,154.75,158.42,153.0,154.29,792038.367,0.5417,0.5539,0.5374,0.5481,76039798.44
557,557,2024-10-17,600.89,606.4,585.0,592.71,25251.94947,67614.17,67939.48,66636.0,67420.37,16879.204901,0.12581,0.13103,0.12048,0.12964,409692752.2,2611.24,2648.05,2575.0,2605.7,169003.09689000002,154.29,155.75,147.68,150.48,621296.4349999999,0.5481,0.5667,0.5419,0.5441,112132111.1
558,558,2024-10-18,592.71,602.46,591.86,599.15,12546.38014,67420.37,69034.0,67188.32,68430.41,17192.907787,0.12964,0.14088,0.12952,0.1372,602682050.9,2605.7,2676.13,2596.49,2642.37,181847.32737,150.48,156.67,149.64,154.96,484939.531,0.5441,0.5531,0.5396,0.5466,71861424.2
559,559,2024-10-19,599.15,601.26,595.38,597.82,5674.45679,68430.41,68697.6,68002.28,68380.02,5858.4648720000005,0.1372,0.147,0.13702,0.14412,388569926.6,2642.37,2663.66,2630.81,2648.58,106146.5156,154.96,159.84,153.63,159.78,364437.602,0.5466,0.5498,0.5403,0.544,28986099.72
560,560,2024-10-20,597.82,607.38,585.0,605.95,11867.17943,68380.02,69416.47,68096.09,69035.9,7184.752603,0.14412,0.14574,0.13722,0.14216,278696192.1,2648.58,2760.0,2635.56,2747.05,160436.27601,159.78,167.97,157.61,167.4,790270.791,0.544,0.5487,0.5366,0.5481,38915688.54
561,561,2024-10-21,605.95,611.94,591.23,598.75,26023.12131,69035.9,69555.0,66842.76,67381.29,19112.22973,0.14216,0.14975,0.13818,0.14368,477281912.9,2747.05,2769.92,2655.24,2666.7,198717.03795,167.4,171.72,161.4,166.17,1070399.64,0.5481,0.5608,0.5411,0.545,96308741.3
562,562,2024-10-22,598.75,602.03,586.97,593.7,17494.97361,67381.29,67843.74,66553.14,67427.02,16962.728505,0.14368,0.1485,0.13622,0.1397,329810333.1,2666.7,2671.6,2606.44,2622.87,188112.97918,166.17,170.95,162.97,167.6,1027691.221,0.545,0.5495,0.5292,0.5338,86935023.88
563,563,2024-10-23,593.7,594.85,572.99,585.03,14830.56319,67427.02,67476.12,65250.68,66674.36,19484.102718000002,0.1397,0.14097,0.13308,0.14,302394526.1,2622.87,2628.35,2447.94,2524.66,202175.57876,167.6,174.28,164.15,170.85,1204349.623,0.5338,0.5341,0.5118,0.5258,84910561.64
564,564,2024-10-24,585.03,598.05,583.2,594.43,11762.48521,66674.36,68849.0,66515.12,68192.72,17628.585872,0.14,0.14388,0.13632,0.14188,269932382.7,2524.66,2562.4,2506.92,2535.83,198412.72376,170.85,179.28,170.51,177.18,971241.036,0.5258,0.5338,0.524,0.532,71463429.86
565,565,2024-10-25,594.43,597.57,565.46,575.24,23444.20221,68192.72,68773.63,65568.3,66695.08,24034.221762999998,0.14188,0.14278,0.12774,0.13158,328189275.3,2535.83,2566.44,2382.24,2440.76,263696.21319,177.18,177.58,158.93,164.9,1795204.042,0.532,0.5321,0.4858,0.5021,132299960.3
566,566,2024-10-26,575.24,587.13,571.14,583.33,11357.37732,66695.08,67631.63,66440.03,67099.69,13141.57263,0.13158,0.13822,0.13065,0.13746,145657953.1,2440.76,2508.11,2429.84,2482.76,161894.47017,164.9,173.28,162.48,170.86,824547.75,0.5021,0.5152,0.4989,0.5133,45616997.32
567,567,2024-10-27,583.33,593.73,581.41,589.32,6768.59857,67099.69,68334.13,66933.04,68024.08,13059.408984,0.13746,0.14633,0.13608,0.14429,205065648.5,2482.76,2527.99,2464.0,2507.9,169463.10254,170.86,178.28,170.27,176.62,553050.523,0.5133,0.5182,0.5108,0.5168,22736455.63
568,568,2024-10-28,589.32,604.82,585.52,601.02,18326.31184,68024.08,70332.98,67603.83,69962.64,20577.900481,0.14429,0.1626,0.14113,0.16143,680374793.7,2507.9,2590.79,2471.26,2567.32,275969.89583,176.62,179.8,172.42,178.28,946367.862,0.5168,0.5216,0.5114,0.5192,74721903.61
569,569,2024-10-29,601.02,612.58,599.94,606.29,27037.74854,69962.64,73646.96,69757.19,72742.75,20328.655935,0.16143,0.17976,0.16053,0.1759,706454167.0,2567.32,2682.31,2561.09,2638.81,202330.46248,178.28,183.43,176.38,179.44,1066039.198,0.5192,0.5308,0.5184,0.5285,96124082.97
570,570,2024-10-30,606.29,606.67,594.25,595.63,13510.07952,72742.75,72975.07,71427.84,72353.98,19269.623926,0.1759,0.17798,0.16449,0.16829,337166292.9,2638.81,2722.65,2599.39,2659.09,259935.4772,179.44,181.34,173.06,174.88,749097.802,0.5285,0.5285,0.5194,0.5229,80286985.64
571,571,2024-10-31,595.63,596.42,571.08,576.53,16066.92036,72353.98,72707.4,69681.13,70304.94,15876.955182,0.16829,0.17364,0.15644,0.16167,394561120.5,2659.09,2669.1,2502.49,2518.44,190906.33754,174.88,176.56,167.57,168.67,711165.073,0.5229,0.5237,0.5031,0.5096,118146077.0
572,572,2024-11-01,576.53,585.38,567.76,572.96,17178.3711,70304.94,71638.32,68810.45,69492.41,20490.548345,0.16167,0.16898,0.15417,0.15911,422657571.2,2518.44,2586.69,2467.0,2511.57,166190.57353,168.67,174.06,163.49,166.1,802492.013,0.5096,0.5242,0.5027,0.513,134833477.17
573,573,2024-11-02,572.96,576.71,559.91,568.5,9159.7191,69492.41,69915.97,69014.83,69373.02,8113.860038,0.15911,0.16366,0.15547,0.15956,216685263.4,2511.57,2523.49,2470.0,2494.1,67858.65108,166.1,168.62,162.1,166.15,430017.86,0.513,0.5159,0.5063,0.5104,45019484.69
574,574,2024-11-03,568.5,569.29,547.11,557.78,15189.7229,69373.02,69386.55,67474.03,68770.4,17190.409298,0.15956,0.15989,0.14226,0.15135,464671269.2,2494.1,2496.48,2410.68,2457.67,127490.20846,166.15,166.61,157.85,162.52,875326.454,0.5104,0.5111,0.4918,0.503,131653683.69
575,575,2024-11-04,557.78,564.64,543.56,552.58,22819.49585,68770.4,69499.39,66830.44,67850.17,21605.880461,0.15135,0.16026,0.14821,0.15824,549069798.5,2457.67,2491.44,2357.48,2398.31,180896.83531,162.52,165.02,155.1,157.94,776310.8,0.503,0.5145,0.4958,0.5035,137873531.32
576,576,2024-11-05,552.58,572.1,551.23,563.26,19931.96729,67850.17,70549.99,67469.49,69376.62,22718.395374,0.15824,0.18,0.15795,0.16998,739226766.1,2398.31,2480.43,2380.56,2422.7,195877.58138,157.94,169.31,156.88,166.63,823879.857,0.5035,0.5189,0.5019,0.514,103404535.61
577,577,2024-11-06,563.26,595.1,563.03,592.34,56640.63544,69376.62,76397.01,69285.85,75578.4,39037.760596,0.16998,0.21956,0.16902,0.1965,1707749880.3,2422.7,2745.17,2420.22,2721.9,357278.84528,166.63,190.08,166.39,186.53,2082131.883,0.514,0.5469,0.514,0.5418,247238147.71
578,578,2024-11-07,592.34,611.99,587.02,598.3,35821.9202,75578.4,76838.38,74418.2,75856.84,27315.776032,0.1965,0.205,0.18503,0.19328,559563524.0,2721.9,2916.21,2699.36,2895.66,258562.84864,186.53,197.97,185.83,196.33,951475.082,0.5418,0.5784,0.5378,0.5556,135589197.89
579,579,2024-11-08,598.3,605.92,588.01,597.81,21060.82439,75856.84,77199.22,75582.72,76498.67,22220.725036,0.19328,0.20701,0.19047,0.20195,490167040.5,2895.66,2982.23,2886.78,2962.2,180570.58907,196.33,205.12,195.64,199.87,985892.097,0.5556,0.5601,0.5412,0.5535,175791198.84
580,580,2024-11-09,597.81,638.23,597.45,624.73,41850.63508,76498.67,76911.99,75699.24,76670.84,12795.119362,0.20195,0.21999,0.19734,0.21891,463725509.4,2962.2,3157.97,2954.73,3126.22,194377.62001,199.87,203.43,195.01,199.88,785326.635,0.5535,0.562,0.5438,0.5591,99520281.04
581,581,2024-11-10,624.73,644.34,611.4,627.29,57817.59881,76670.84,81518.0,76488.71,80355.85,28648.21327,0.21891,0.29766,0.21654,0.27775,1414084884.9,3126.22,3249.09,3069.05,3183.42,259492.93542,199.88,215.4,198.59,210.07,1812808.233,0.5591,0.6185,0.5556,0.5884,288677051.4
582,582,2024-11-11,627.29,665.7,610.16,659.76,57064.01319,80355.85,89666.0,80210.39,88653.57,36428.853454,0.27775,0.35149,0.27248,0.35115,1766327301.1,3183.42,3388.77,3104.57,3371.19,317318.66019,210.07,224.1,204.08,222.11,1876256.232,0.5884,0.6329,0.5702,0.6209,194548390.3
583,583,2024-11-12,659.76,667.5,612.0,625.36,66117.187,88653.57,89940.65,85083.73,87919.73,44096.667465,0.35115,0.4391,0.3266,0.3799,3293134912.1,3371.19,3443.88,3208.47,3243.88,332216.79055,222.11,225.25,204.72,211.63,1870945.568,0.6209,0.7394,0.5969,0.7041,469446131.6
584,584,2024-11-13,625.36,638.4,598.6,620.74,65612.69064,87919.73,93271.57,86080.63,90372.9,38729.404317,0.3799,0.43384,0.35142,0.3989,2159914893.0,3243.88,3331.48,3116.04,3187.17,375996.61043,211.63,220.49,200.75,215.14,2414014.732,0.7041,0.7475,0.6403,0.6899,382581493.5
585,585,2024-11-14,620.74,660.5,610.69,622.04,82716.53774,90372.9,91787.11,86645.92,87331.26,28902.881511,0.3989,0.4165,0.35249,0.3627,1117467496.2,3187.17,3240.17,3028.52,3059.09,256523.98513000002,215.14,222.91,206.71,209.57,1562437.65,0.6899,0.847,0.6823,0.7735,464289305.77
586,586,2024-11-15,622.04,628.43,603.31,619.17,45243.81044,87331.26,91857.47,87063.8,91018.69,25694.432521,0.3627,0.38505,0.35244,0.38148,752057186.6,3059.09,3131.49,3014.01,3089.5,210068.57405,209.57,220.58,204.42,218.46,1116313.501,0.7735,0.9277,0.7701,0.8919,614818579.11
587,587,2024-11-16,619.17,633.67,617.21,622.76,27055.68976,91018.69,91755.54,90064.03,90577.4,16161.035378,0.38148,0.3915,0.35836,0.36415,420763583.5,3089.5,3220.02,3071.25,3132.84,161108.76374,218.46,221.86,213.05,215.73,739783.327,0.8919,1.2673,0.8778,1.1209,687617123.46
588,588,2024-11-17,622.76,652.0,605.06,618.75,46437.89879,90577.4,91466.38,88706.25,89852.56,19124.957515000002,0.36415,0.37592,0.3398,0.36702,587011031.8,3132.84,3161.88,3034.12,3075.88,196491.20069,215.73,242.1,212.08,237.48,1677408.479,1.1209,1.16,1.0034,1.0542,395311265.81
589,589,2024-11-18,618.75,632.0,612.04,619.05,30008.90082,89852.56,92630.87,89355.57,90462.78,28990.734587,0.36702,0.381,0.35722,0.37118,621541438.4,3075.88,3224.69,3050.22,3207.7,197967.64295,237.48,248.56,234.01,239.78,1634350.707,1.0542,1.1868,1.0542,1.1138,340243312.5
590,590,2024-11-19,619.05,626.41,605.13,615.64,26580.82239,90462.78,93914.21,90353.72,92302.34,30290.013603,0.37118,0.42,0.36616,0.3907,820325452.0,3207.7,3221.77,3065.16,3107.33,167780.99011,239.78,247.53,233.42,237.62,1344692.301,1.1138,1.1481,1.0684,1.1005,171898094.43
591,591,2024-11-20,615.64,620.74,600.01,605.51,32802.29896,92302.34,94831.26,91452.63,94299.65,29860.769959,0.3907,0.39666,0.3642,0.37784,563668951.1,3107.33,3159.53,3029.3,3070.02,181977.6968,237.62,242.5,230.42,235.45,1184748.986,1.1005,1.1509,1.0557,1.1043,176106252.86
592,592,2024-11-21,605.51,631.72,593.04,621.88,40390.849949999996,94299.65,98942.19,94026.09,98320.38,34399.377715,0.37784,0.39564,0.36883,0.38673,445549336.59999996,3070.02,3388.45,3032.51,3356.14,296235.04024,235.45,259.86,229.6,256.42,1943667.3020000001,1.1043,1.2638,1.0777,1.247,272109610.38
593,593,2024-11-22,621.88,639.52,615.11,632.89,34059.33986,98320.38,99593.2,97139.98,98886.58,26933.368752,0.38673,0.42044,0.38078,0.4127,911643536.0,3356.14,3426.31,3257.65,3327.82,218016.86327,256.42,264.5,251.37,256.95,1320902.807,1.247,1.5,1.2468,1.4726,418742960.75
594,594,2024-11-23,632.89,680.29,631.18,650.48,50477.33192,98886.58,98892.66,97120.0,97672.5,18045.072413,0.4127,0.48,0.40404,0.43015,1234161449.7,3327.82,3496.03,3312.4,3394.01,238504.13361,256.95,263.99,252.7,254.9,1036483.494,1.4726,1.6334,1.4141,1.4688,320968789.79
595,595,2024-11-24,650.48,687.81,636.68,659.66,57042.05681,97672.5,98564.52,95647.38,97927.53,24844.581246,0.43015,0.45329,0.3991,0.43033,618613070.8,3394.01,3449.7,3281.76,3360.69,166880.75064,254.9,259.76,240.66,252.71,892921.91,1.4688,1.5132,1.2757,1.4328,282219586.6
596,596,2024-11-25,659.66,676.55,625.64,636.08,44400.6194,97927.53,98870.0,92600.0,92970.66,35894.479408,0.43033,0.43753,0.38063,0.39275,633665638.8000001,3360.69,3547.25,3300.0,3414.23,317281.42839,252.71,256.66,231.13,234.15,1185306.932,1.4328,1.5389,1.355,1.4141,289903048.68
597,597,2024-11-26,636.08,645.68,600.04,613.48,55171.43045,92970.66,94998.05,90777.61,91956.47,39889.553955999996,0.39275,0.4088,0.3617,0.38707,586388174.4,3414.23,3462.43,3252.0,3324.75,259598.93476,234.15,239.68,221.77,230.71,1265261.882,1.4141,1.4588,1.2838,1.3985,289838363.62
598,598,2024-11-27,613.48,647.12,607.84,644.19,30328.73846,91956.47,97205.49,91784.81,95840.17,34718.023646,0.38707,0.40776,0.38016,0.40096,343269663.4,3324.75,3685.0,3302.0,3653.12,266173.95248,230.71,243.31,227.57,241.97,892436.515,1.3985,1.5222,1.3524,1.4697,174435795.32
599,599,2024-11-28,644.19,663.92,639.7,654.07,44136.89575,95840.17,96561.44,94633.16,95643.21,26950.700255,0.40096,0.42884,0.39108,0.4016,304623329.9,3653.12,3661.54,3529.33,3578.97,191658.90304,241.97,245.26,232.82,237.59,684710.029,1.4697,1.5467,1.4302,1.5419,112344877.78
600,600,2024-11-29,654.07,670.0,638.8,654.45,40775.80624,95643.21,98623.43,95358.95,97442.02,24026.846353,0.4016,0.43767,0.39935,0.4263,388968457.5,3578.97,3645.27,3534.26,3591.62,178969.01915,237.59,246.8,236.47,243.3,746239.506,1.5419,1.815,1.5234,1.8004,252583047.57999998
601,601,2024-11-30,654.45,679.75,647.81,653.34,41737.80154,97442.02,97450.7,96080.69,96416.45,10112.093814,0.4263,0.43576,0.4138,0.42158,303166144.6,3591.62,3739.0,3568.0,3703.83,170484.4853,243.3,245.39,237.47,237.6,616833.178,1.8004,1.9574,1.7638,1.9513,251465898.54
602,602,2024-12-01,653.34,664.18,645.02,655.96,31926.42847,96416.45,97833.27,95695.61,97192.64,13315.929962,0.42158,0.45117,0.41623,0.44033,443525941.3,3703.83,3746.71,3658.55,3706.65,158642.22665,237.6,239.88,234.06,236.77,596263.371,1.9513,2.3503,1.8472,2.2934,261292124.51
603,603,2024-12-02,655.96,672.37,628.25,647.7,56608.87577,97192.64,98136.0,94377.93,95819.47,30154.593592,0.44033,0.46381,0.39981,0.42454,847742238.2,3706.65,3760.7,3554.46,3643.4,222452.98228,236.77,238.21,220.08,225.72,1646859.165,2.2934,2.8728,2.2129,2.7232,798803005.23
604,604,2024-12-03,647.7,749.3,621.47,735.4,136625.80232000002,95819.47,96293.92,93571.0,95848.38,22777.468721,0.42454,0.42952,0.38763,0.40638,577352436.9,3643.4,3670.91,3501.25,3614.85,262727.88632,225.72,239.64,214.98,233.94,1856350.764,2.7232,2.9067,2.2774,2.5117,792174965.35
605,605,2024-12-04,735.4,794.0,721.14,739.52,145331.0501,95848.38,99000.0,94569.93,98573.35,25247.423291,0.40638,0.43696,0.39988,0.43278,497114129.9,3614.85,3887.27,3614.29,3837.56,351129.81399,233.94,240.89,224.65,229.14,1476959.801,2.5117,2.6811,2.28,2.3573,336391083.29
606,606,2024-12-05,739.52,739.8,689.71,717.22,133161.39212,98573.35,104285.37,90804.06,96908.75,47527.266043,0.43278,0.46642,0.40684,0.4269,982152044.8,3837.56,3956.79,3661.02,3784.94,460102.48948,229.14,244.8,222.92,235.92,2374506.468,2.3573,2.4933,2.174,2.245,376093721.23
607,607,2024-12-06,717.22,746.1,705.0,730.19,72548.36724,96908.75,101901.83,96256.55,99723.09,33362.319411,0.4269,0.44152,0.4198,0.43465,447496752.9,3784.94,4087.75,3777.29,3998.96,392949.63146,235.92,247.01,230.86,236.85,1743011.803,2.245,2.4632,2.2203,2.4256,172363760.72
608,608,2024-12-07,730.19,761.54,729.65,749.68,54799.71126,99723.09,100437.44,98836.78,99843.19,18552.151572,0.43465,0.46631,0.43053,0.45282,492081938.6,3998.96,4024.59,3967.48,3996.53,133079.07231,236.85,243.62,234.07,238.11,805521.059,2.4256,2.62,2.3847,2.6091,138795104.6
609,609,2024-12-08,749.68,757.53,727.44,741.68,39366.70336,99843.19,101369.66,98660.6,101112.48,17243.779066,0.45282,0.48439,0.44601,0.46638,471381254.0,3996.53,4016.13,3923.5,4004.57,127789.89644,238.11,241.51,233.23,237.03,606924.389,2.6091,2.647,2.4844,2.6014,106539053.58
610,610,2024-12-09,741.68,742.46,634.73,688.8,102467.33434,101112.48,101217.47,94052.54,97282.39,33853.927594,0.46638,0.46744,0.37,0.4136,1130349044.9,4004.57,4006.51,3453.99,3711.75,407810.65264,237.03,237.31,201.33,216.59,2749072.376,2.6014,2.6075,1.9849,2.2122,317815807.62
611,611,2024-12-10,688.8,705.0,648.43,676.91,98770.45542,97282.39,98279.75,94231.72,96585.84,42837.463105,0.4136,0.42272,0.36521,0.39391,999729492.6,3711.75,3781.07,3515.6,3628.25,434600.84083,216.59,221.01,203.18,213.6,2669428.999,2.2122,2.4169,1.8994,2.3703,403330769.01
612,612,2024-12-11,676.91,713.08,658.61,711.22,49674.42443,96585.84,101894.76,95652.72,101133.19,29579.562193,0.39391,0.41918,0.37507,0.41407,476341049.6,3628.25,3848.89,3562.11,3832.15,206835.26029,213.6,230.66,211.49,227.3,1570150.139,2.3703,2.4713,2.2306,2.3942,186749170.03
613,613,2024-12-12,711.22,725.78,699.41,705.78,44391.24843,101133.19,102560.63,99307.41,100001.68,30402.869475,0.41407,0.4242,0.40112,0.40613,407602407.9,3832.15,4000.0,3796.79,3881.75,338112.2985,227.3,234.73,225.66,226.93,1368599.465,2.3942,2.4842,2.309,2.3384,153838254.07
614,614,2024-12-13,705.78,729.82,696.85,725.66,46511.10218,100001.68,101923.08,99197.9,101431.58,21602.061300999998,0.40613,0.41223,0.39908,0.40902,264392003.6,3881.75,3969.05,3852.79,3906.88,248129.80073,226.93,228.47,220.59,224.79,1018648.7,2.3384,2.479,2.2795,2.4217,101663146.62
615,615,2024-12-14,725.66,731.91,704.27,715.76,42917.25019,101431.58,102661.3,100608.19,101414.21,21270.585143,0.40902,0.41424,0.38722,0.39822,222632039.2,3906.88,3945.51,3824.95,3870.11,187570.03811999998,224.79,227.49,215.18,219.95,680541.0210000001,2.4217,2.5314,2.3551,2.4006,86616733.56
616,616,2024-12-15,715.76,724.1,702.53,718.98,21499.33673,101414.21,105358.34,101235.27,104486.9,17880.847078,0.39822,0.41141,0.39242,0.40661,218169711.3,3870.11,3976.18,3830.61,3960.25,159759.97593,219.95,225.51,215.68,224.26,768094.819,2.4006,2.4733,2.3672,2.4472,61769875.31
617,617,2024-12-16,718.98,730.32,703.84,720.61,40227.96831,104486.9,107799.99,103342.84,106061.34,25711.451970000002,0.40661,0.415,0.39237,0.40199,302537005.5,3960.25,4108.86,3883.7,3986.65,320017.22362,224.26,227.5,213.22,216.21,1385090.729,2.4472,2.5872,2.3324,2.484,142790322.06
618,618,2024-12-17,720.61,737.21,712.25,717.5,35574.32802,106061.34,108374.89,105318.24,106121.56,27124.81597,0.40199,0.41033,0.39106,0.39414,267987244.2,3986.65,4042.31,3847.09,3892.99,267565.09089,216.21,229.3,211.39,223.2,1643516.116,2.484,2.74,2.4395,2.5665,188373772.26999998
619,619,2024-12-18,717.5,722.29,677.0,686.19,51490.50475,106121.56,106500.78,99964.34,100206.58,38110.626113,0.39414,0.39635,0.3463,0.35824,629035803.6,3892.99,3908.0,3617.25,3626.76,415778.25661,223.2,226.05,204.67,206.54,2119574.899,2.5665,2.5926,2.2338,2.3097,231047837.87
620,620,2024-12-19,686.19,705.55,647.88,665.69,71658.3721,100206.58,102810.32,95685.64,97461.75,34402.225315,0.35824,0.36738,0.29979,0.31425,1139146716.9,3626.76,3720.63,3323.0,3417.08,544657.73177,206.54,212.17,186.98,193.78,2863146.052,2.3097,2.4317,2.1592,2.2394,234668690.38
621,621,2024-12-20,665.69,679.95,612.0,678.66,86438.48973,97461.75,98250.0,92270.71,97810.53,35700.275892,0.31425,0.32905,0.26184,0.31789,1346164634.8,3417.08,3497.92,3101.69,3472.2,527302.97366,193.78,199.73,175.21,194.44,3266515.869,2.2394,2.3553,1.9601,2.2798,281366877.82
622,622,2024-12-21,678.66,693.34,650.26,663.46,39848.35017,97810.53,99550.0,96400.0,97284.56,25226.627631,0.31789,0.35,0.31403,0.32041,520861660.5,3472.2,3555.9,3292.89,3339.22,252332.53565,194.44,202.0,178.44,181.44,1493462.428,2.2798,2.39,2.1912,2.2383,139869290.22
623,623,2024-12-22,663.46,669.82,629.97,649.72,32374.28976,97284.56,97452.41,94243.36,95184.49,23525.10738,0.32041,0.3246,0.30502,0.31267,403893553.8,3339.22,3403.39,3220.01,3282.28,197371.02864,181.44,187.87,176.9,180.52,1103534.028,2.2383,2.2943,2.1603,2.2033,109494352.66
624,624,2024-12-23,649.72,698.6,629.86,694.23,86227.34806,95184.49,96538.53,92517.83,94886.47,28359.186549,0.31267,0.3288,0.30278,0.325,413508977.5,3282.28,3467.49,3216.12,3422.5,295348.43377,180.52,193.5,176.44,190.13,1442825.138,2.2033,2.2798,2.131,2.2614,128904360.94
625,625,2024-12-24,694.23,698.97,682.76,696.92,27596.04638,94886.47,99499.99,93560.17,98671.43,23938.323931,0.325,0.34053,0.31616,0.33711,205886467.2,3422.5,3541.0,3358.13,3493.66,178003.35338,190.13,199.07,186.17,197.09,813519.408,2.2614,2.351,2.2139,2.3239,78972200.05
626,626,2024-12-25,696.92,713.32,695.85,702.6,20458.28174,98671.43,99601.85,97629.66,99440.87,20945.333020000002,0.33711,0.34225,0.32653,0.33431,160969790.8,3493.66,3548.16,3440.9,3497.18,147861.91202,197.09,201.86,195.05,197.47,715670.7220000001,2.3239,2.3333,2.2619,2.297,59139150.4
627,627,2024-12-26,702.6,720.16,679.67,689.19,41088.36591,99440.87,99980.75,95194.0,95783.86,25072.760176,0.33431,0.33805,0.3085,0.3127,205803060.0,3497.18,3515.73,3304.17,3334.99,199018.7095,197.47,199.73,186.62,188.44,885315.1950000001,2.297,2.3164,2.1275,2.1559,106498022.50999999
628,628,2024-12-27,689.19,712.01,677.96,691.76,38848.86138,95783.86,97547.24,93481.23,94300.45,24918.439096,0.3127,0.32492,0.30867,0.31188,182450234.3,3334.99,3444.57,3306.63,3333.54,177357.47596,188.44,194.42,182.73,184.19,916589.8219999999,2.1559,2.2376,2.1141,2.1463,99121147.87
629,629,2024-12-28,691.76,731.33,691.29,722.21,24182.78916,94300.45,95738.6,94127.01,95298.41,13175.275667,0.31188,0.32758,0.3113,0.32441,134792324.0,3333.54,3428.95,3322.12,3404.39,98622.05885,184.19,196.09,183.82,195.52,578696.127,2.1463,2.2082,2.1341,2.1844,40740264.72
630,630,2024-12-29,722.21,724.68,689.98,694.79,22809.78057,95298.41,95342.7,93000.0,93740.11,17086.342995,0.32441,0.3298,0.3119,0.31435,162192060.4,3404.39,3414.15,3325.88,3356.55,89779.83245,195.52,197.71,188.54,189.97,743371.879,2.1844,2.1982,2.0676,2.0941,48249658.99
631,631,2024-12-30,694.79,712.41,687.54,705.22,26097.43302,93740.11,95017.22,91514.06,92789.06,26250.536664,0.31435,0.32334,0.30664,0.31395,263807035.4,3356.55,3437.79,3304.03,3361.76,194639.47837,189.97,196.46,185.81,191.38,1026131.0580000001,2.0941,2.1523,1.9961,2.0586,116300938.64
632,632,2024-12-31,705.22,714.88,698.5,702.52,20231.66986,92789.06,96289.09,92032.52,93571.01,16281.819458,0.31395,0.32915,0.30925,0.31598,196678744.3,3361.76,3452.03,3315.8,3337.43,152092.08429,191.38,199.28,188.03,189.32,951889.362,2.0586,2.1497,2.013,2.0839,94430769.67999999
633,633,2025-01-01,702.52,711.05,700.2,707.77,12025.78826,93571.01,95171.35,92912.18,94602.88,10054.529632,0.31598,0.3275,0.31196,0.32512,122502709.9,3337.43,3375.39,3312.72,3360.54,102339.77359,189.32,195.32,187.98,194.3,622156.953,2.0839,2.3548,2.0813,2.3328,93388362.17
634,634,2025-01-02,707.77,715.98,698.56,706.29,22911.52354,94602.88,97850.0,94390.09,96997.37,23272.394877,0.32512,0.34505,0.32464,0.339,242610591.4,3360.54,3511.76,3354.64,3455.79,208233.96534,194.3,210.53,193.43,208.37,1372472.107,2.3328,2.4518,2.3292,2.4028,97783711.05
635,635,2025-01-03,706.29,715.78,696.8,714.85,16048.13492,96997.37,98988.01,96100.0,98182.95,17020.133825,0.339,0.38958,0.33592,0.37991,389959864.3,3455.79,3631.15,3422.93,3609.58,184648.1227,208.37,219.79,205.66,218.01,1161614.242,2.4028,2.481,2.3971,2.4543,74231459.96000001
